transaction_id,user_id,segment,country,merchant,category,amount,timestamp,device_type,is_refunded,is_fraudulent
111936462519,976,consumer,US,Shell,fuel,69.3,2023-01-03 00:08:48+00:00,mobile,False,False
795633126449,600,consumer,US,Netflix,subscriptions,7.43,2023-01-03 10:08:31+00:00,desktop,False,False
429034587787,725,consumer,US,Amazon,e-commerce,19.14,2023-01-03 11:54:52+00:00,mobile,False,False
346821655531,25,consumer,US,BestBuy,electronics,92.05,2023-01-03 12:07:01+00:00,mobile,False,False
973194211507,94,consumer,US,Rappi,food_delivery,48.3,2023-01-03 17:18:47+00:00,desktop,False,False
848159042332,137,consumer,BR,Apple,electronics,28.67,2023-01-03 19:10:36+00:00,mobile,False,False
420715245037,347,consumer,BR,Uber,mobility,6.81,2023-01-03 23:56:08+00:00,mobile,False,False
171610971273,381,consumer,US,Uber,mobility,7.81,2023-01-04 03:24:56+00:00,mobile,False,False
615901698682,11,consumer,MX,Uber,mobility,3.47,2023-01-04 10:26:20+00:00,mobile,False,False
586789901099,422,consumer,US,Amazon,e-commerce,68.5,2023-01-04 11:29:02+00:00,mobile,False,False
182648835403,737,SMB,MX,Starbucks,coffee,14.71,2023-01-04 13:34:58+00:00,desktop,False,False
679351642406,703,consumer,US,Steam,gaming,25.42,2023-01-04 13:39:09+00:00,mobile,False,False
533516811442,239,consumer,BR,Amazon,e-commerce,31.73,2023-01-04 15:10:40+00:00,mobile,False,False
485256366628,510,consumer,US,Netflix,subscriptions,17.69,2023-01-04 16:02:08+00:00,desktop,False,False
100047787252,843,consumer,US,McDonalds,restaurant,13.39,2023-01-04 17:29:13+00:00,mobile,False,False
194917351408,126,consumer,US,Starbucks,coffee,7.64,2023-01-04 18:02:13+00:00,mobile,False,False
497994508087,786,consumer,MX,Spotify,subscriptions,11.58,2023-01-04 18:19:39+00:00,mobile,False,False
442280311663,672,consumer,AR,Amazon,e-commerce,24.12,2023-01-04 18:30:41+00:00,desktop,False,False
381453257094,23,consumer,MX,Claro,telco,24.9,2023-01-05 08:41:28+00:00,mobile,False,False
51986275679,715,consumer,US,Netflix,subscriptions,5.7,2023-01-05 09:21:18+00:00,desktop,False,False
886060690999,858,consumer,BR,Lyft,mobility,2.91,2023-01-05 09:24:22+00:00,mobile,False,False
334206091238,495,SMB,US,McDonalds,restaurant,12.52,2023-01-05 12:01:50+00:00,mobile,False,False
165520871704,157,consumer,AR,Amazon,e-commerce,6.54,2023-01-05 12:41:19+00:00,mobile,False,False
430858184501,347,consumer,US,Starbucks,coffee,2.04,2023-01-05 14:49:49+00:00,tablet,False,False
947313599801,768,consumer,MX,Netflix,subscriptions,12.56,2023-01-05 14:52:15+00:00,desktop,False,False
753072580847,912,consumer,US,Spotify,subscriptions,3.0,2023-01-05 17:11:06+00:00,mobile,False,False
886603805958,183,consumer,US,Delta,travel,169.68,2023-01-06 08:17:28+00:00,mobile,False,False
17126259787,773,consumer,MX,DoorDash,food_delivery,11.82,2023-01-06 11:14:52+00:00,mobile,False,False
388325294995,243,consumer,US,Amazon,e-commerce,38.84,2023-01-06 14:16:15+00:00,mobile,False,False
979042994333,581,consumer,US,Starbucks,coffee,1.57,2023-01-06 15:54:15+00:00,mobile,False,False
314277787730,260,consumer,US,Uber,mobility,16.19,2023-01-06 17:56:31+00:00,tablet,False,False
97660643028,385,merchant,US,Amazon,e-commerce,43.24,2023-01-06 21:29:16+00:00,desktop,False,False
763487054110,385,merchant,AR,Amazon,e-commerce,9.27,2023-01-06 21:50:51+00:00,mobile,False,False
392891454646,177,consumer,US,Claro,telco,42.8,2023-01-07 03:45:26+00:00,desktop,False,False
169572322055,73,consumer,BR,McDonalds,restaurant,11.03,2023-01-07 10:17:08+00:00,mobile,False,False
309533918015,268,consumer,US,DoorDash,food_delivery,8.72,2023-01-07 11:27:07+00:00,desktop,False,False
210122202353,865,consumer,US,Starbucks,coffee,6.67,2023-01-07 12:27:48+00:00,desktop,False,False
39911881150,708,consumer,MX,Walmart,e-commerce,25.93,2023-01-07 12:44:44+00:00,mobile,False,False
184985413141,844,consumer,US,Spotify,subscriptions,7.1,2023-01-07 12:58:50+00:00,mobile,False,False
85149554413,107,consumer,US,Microsoft,electronics,45.18,2023-01-07 14:57:44+00:00,mobile,False,False
292424171830,767,consumer,US,Shell,fuel,107.3,2023-01-07 19:23:32+00:00,mobile,False,False
576741973979,249,consumer,MX,Claro,telco,9.51,2023-01-07 21:58:38+00:00,mobile,False,False
713995577631,179,consumer,US,Shell,fuel,41.35,2023-01-08 02:41:15+00:00,mobile,False,False
822321168112,179,consumer,US,Apple,electronics,91.9,2023-01-08 05:57:33+00:00,mobile,False,False
17171024179,982,consumer,US,Telcel,telco,34.43,2023-01-08 06:53:09+00:00,mobile,False,False
743551669806,971,consumer,US,Claro,telco,25.04,2023-01-08 09:45:45+00:00,desktop,False,False
861674318478,113,consumer,US,BestBuy,electronics,179.06,2023-01-08 10:36:37+00:00,mobile,False,False
217643175255,322,consumer,US,Lyft,mobility,8.69,2023-01-08 12:08:01+00:00,desktop,False,False
767417116094,68,consumer,US,Starbucks,coffee,4.12,2023-01-08 16:41:50+00:00,desktop,False,False
136697289963,979,consumer,US,DoorDash,food_delivery,33.77,2023-01-08 16:50:48+00:00,mobile,False,False
195109555503,267,merchant,CL,Amazon,e-commerce,31.12,2023-01-08 17:59:39+00:00,tablet,False,False
820271225269,48,consumer,US,Spotify,subscriptions,11.44,2023-01-08 18:56:08+00:00,desktop,False,False
989505512158,17,consumer,US,Starbucks,coffee,11.32,2023-01-08 19:17:24+00:00,mobile,False,False
886729500289,865,consumer,US,DoorDash,food_delivery,33.99,2023-01-08 20:03:26+00:00,desktop,False,False
271894335972,397,consumer,US,DoorDash,food_delivery,30.99,2023-01-09 01:23:55+00:00,mobile,False,False
302969666466,506,consumer,BR,Netflix,subscriptions,7.58,2023-01-09 14:55:48+00:00,tablet,False,False
859949442857,24,consumer,US,Walmart,e-commerce,71.78,2023-01-09 16:48:49+00:00,desktop,False,False
995879460583,167,merchant,US,McDonalds,restaurant,26.22,2023-01-09 19:53:43+00:00,tablet,False,False
602980089422,343,SMB,MX,Apple,electronics,164.88,2023-01-10 00:45:09+00:00,tablet,False,False
157790992008,860,consumer,BR,DoorDash,food_delivery,12.98,2023-01-10 02:48:32+00:00,tablet,True,False
627831914223,262,consumer,BR,DoorDash,food_delivery,52.86,2023-01-10 09:13:53+00:00,mobile,False,False
581589888134,122,consumer,AR,Spotify,subscriptions,6.79,2023-01-10 09:43:23+00:00,mobile,False,False
718888984739,987,consumer,US,Apple,electronics,139.88,2023-01-10 10:43:24+00:00,tablet,False,False
261106551021,77,consumer,US,DoorDash,food_delivery,25.97,2023-01-10 10:49:25+00:00,mobile,False,False
389440219609,127,SMB,BR,Rappi,food_delivery,22.67,2023-01-10 13:04:22+00:00,mobile,True,False
520538281313,331,consumer,AR,Uber,mobility,12.13,2023-01-10 13:11:07+00:00,mobile,False,False
985130652911,771,consumer,US,Oxxo,retail,11.61,2023-01-10 18:44:37+00:00,mobile,False,False
310163923377,953,consumer,US,Netflix,subscriptions,3.96,2023-01-10 21:06:28+00:00,mobile,False,False
728550282269,254,consumer,BR,Uber,mobility,23.87,2023-01-10 21:42:40+00:00,desktop,False,False
397787901485,672,consumer,US,Steam,gaming,11.99,2023-01-10 23:41:14+00:00,mobile,False,False
62115021066,487,consumer,US,Alibaba,e-commerce,14.39,2023-01-11 10:28:37+00:00,mobile,False,False
722557018633,387,consumer,US,Starbucks,coffee,12.22,2023-01-11 11:52:10+00:00,desktop,False,False
743788196370,684,SMB,US,Lyft,mobility,2.63,2023-01-11 12:38:50+00:00,mobile,False,False
549457547154,415,consumer,MX,Apple,electronics,62.04,2023-01-11 12:52:17+00:00,mobile,False,False
21562467396,505,consumer,BR,Spotify,subscriptions,2.19,2023-01-11 15:04:43+00:00,mobile,False,False
372826337000,277,SMB,US,Spotify,subscriptions,9.1,2023-01-11 18:38:12+00:00,mobile,False,False
588850022279,737,SMB,US,Walmart,e-commerce,16.37,2023-01-11 20:00:51+00:00,tablet,True,False
715922201784,313,merchant,US,Starbucks,coffee,4.37,2023-01-11 21:10:24+00:00,mobile,False,False
367772095987,995,consumer,CL,McDonalds,restaurant,12.29,2023-01-11 22:05:01+00:00,mobile,False,False
17118465641,712,consumer,BR,Airbnb,travel,37.6,2023-01-11 23:24:15+00:00,mobile,False,False
565248014967,694,consumer,US,Oxxo,retail,34.64,2023-01-12 05:24:36+00:00,mobile,False,False
765600043441,572,consumer,US,Netflix,subscriptions,6.06,2023-01-12 18:32:17+00:00,desktop,False,False
252086855155,615,merchant,MX,Amazon,e-commerce,46.27,2023-01-12 19:29:55+00:00,mobile,False,False
487983373539,555,consumer,US,Delta,travel,121.84,2023-01-12 20:24:40+00:00,desktop,False,False
378060003897,131,consumer,AR,Netflix,subscriptions,1.58,2023-01-13 00:01:46+00:00,desktop,False,False
356243283927,693,consumer,US,Uber,mobility,19.17,2023-01-13 07:17:10+00:00,mobile,False,False
311940159057,243,consumer,MX,Oxxo,retail,6.14,2023-01-13 13:05:10+00:00,desktop,False,False
9045032401,491,consumer,BR,Delta,travel,96.73,2023-01-13 13:39:57+00:00,desktop,False,False
947263614644,374,consumer,MX,DoorDash,food_delivery,7.65,2023-01-13 13:56:56+00:00,mobile,False,False
625315834875,711,consumer,US,McDonalds,restaurant,19.71,2023-01-13 13:58:34+00:00,mobile,False,False
8861298965,677,consumer,US,DoorDash,food_delivery,26.46,2023-01-13 15:27:58+00:00,desktop,False,False
678369520956,5,consumer,AR,Starbucks,coffee,1.91,2023-01-13 16:59:02+00:00,tablet,False,False
119252702866,309,consumer,US,Spotify,subscriptions,5.02,2023-01-14 03:51:15+00:00,mobile,False,False
717040159332,300,consumer,MX,Airbnb,travel,60.89,2023-01-14 10:24:06+00:00,desktop,False,False
346651957340,988,consumer,US,DoorDash,food_delivery,9.22,2023-01-14 13:32:35+00:00,tablet,False,False
685535125230,414,consumer,MX,DoorDash,food_delivery,3.24,2023-01-14 15:34:48+00:00,mobile,False,False
167916170556,877,SMB,US,Rappi,food_delivery,7.99,2023-01-14 16:15:03+00:00,desktop,False,False
607239666032,712,consumer,US,Amazon,e-commerce,24.82,2023-01-14 17:44:43+00:00,mobile,False,False
144080849232,331,consumer,US,iFood,food_delivery,61.66,2023-01-14 22:54:06+00:00,mobile,False,False
188077785945,106,SMB,AR,Uber,mobility,17.14,2023-01-14 23:23:26+00:00,desktop,False,False
829917579424,698,consumer,MX,Oxxo,retail,11.15,2023-01-15 00:30:36+00:00,mobile,False,False
70125577034,139,consumer,MX,Apple,electronics,252.68,2023-01-15 07:29:31+00:00,desktop,False,False
4467694642,680,consumer,US,Uber,mobility,12.83,2023-01-15 08:24:18+00:00,mobile,False,False
201763683830,970,consumer,US,Apple,electronics,119.86,2023-01-15 09:41:36+00:00,mobile,False,False
912482475274,200,consumer,US,McDonalds,restaurant,4.26,2023-01-15 10:44:12+00:00,mobile,False,False
48401062560,723,consumer,BR,Uber,mobility,76.48,2023-01-15 13:03:47+00:00,desktop,False,False
720119854637,81,consumer,BR,iFood,food_delivery,34.24,2023-01-15 21:53:53+00:00,desktop,False,False
557784002768,545,consumer,US,Shell,fuel,75.36,2023-01-15 22:37:27+00:00,desktop,False,False
971072653364,714,consumer,US,Uber,mobility,14.31,2023-01-16 00:26:02+00:00,mobile,False,False
728442104902,222,SMB,US,Delta,travel,111.0,2023-01-16 06:24:19+00:00,mobile,False,False
604461251311,563,consumer,MX,Spotify,subscriptions,2.36,2023-01-16 06:37:35+00:00,mobile,False,False
135162868420,734,consumer,US,Shell,fuel,23.62,2023-01-16 11:46:16+00:00,mobile,True,False
413151297047,335,consumer,US,Starbucks,coffee,10.2,2023-01-16 16:03:20+00:00,mobile,False,False
571179039973,191,consumer,US,iFood,food_delivery,95.1,2023-01-16 20:00:13+00:00,mobile,False,False
893439221791,453,consumer,CL,DoorDash,food_delivery,43.46,2023-01-17 00:34:44+00:00,desktop,False,False
299867102709,975,consumer,MX,BestBuy,electronics,104.87,2023-01-17 06:46:35+00:00,desktop,False,False
778065520608,239,consumer,MX,MercadoLibre,e-commerce,11.94,2023-01-17 12:12:47+00:00,mobile,False,False
87222629698,820,consumer,US,Netflix,subscriptions,7.93,2023-01-17 12:35:41+00:00,desktop,False,False
50804055577,645,consumer,MX,Starbucks,coffee,7.53,2023-01-17 13:58:33+00:00,mobile,False,False
763370376368,710,consumer,US,Spotify,subscriptions,10.08,2023-01-17 16:48:34+00:00,mobile,False,False
883744786766,161,consumer,US,Walmart,e-commerce,15.94,2023-01-17 17:58:16+00:00,mobile,False,False
424756272743,369,consumer,US,Apple,electronics,48.21,2023-01-17 18:55:07+00:00,desktop,False,False
560483474139,141,consumer,US,Netflix,subscriptions,9.61,2023-01-17 20:54:46+00:00,mobile,False,False
117390636348,39,consumer,US,Telcel,telco,136.71,2023-01-17 21:44:04+00:00,mobile,False,False
487696194103,459,consumer,US,Uber,mobility,21.18,2023-01-17 22:17:04+00:00,tablet,False,False
354882350828,389,consumer,US,Alibaba,e-commerce,14.65,2023-01-17 22:34:00+00:00,mobile,False,False
246807811518,268,consumer,US,Walmart,e-commerce,10.13,2023-01-18 00:04:28+00:00,tablet,False,False
411616594044,972,consumer,BR,Netflix,subscriptions,3.82,2023-01-18 06:35:25+00:00,desktop,False,False
85018276313,156,consumer,US,Walmart,e-commerce,29.68,2023-01-18 08:27:29+00:00,mobile,False,False
673486449794,68,consumer,US,Starbucks,coffee,4.78,2023-01-18 13:02:03+00:00,mobile,False,False
823991980134,932,consumer,US,McDonalds,restaurant,106.63,2023-01-18 13:51:53+00:00,mobile,False,False
61407906462,581,consumer,US,Steam,gaming,39.92,2023-01-18 16:07:52+00:00,mobile,False,False
6270390228,810,consumer,US,McDonalds,restaurant,5.52,2023-01-18 16:20:51+00:00,mobile,False,False
714253584365,163,consumer,BR,Uber,mobility,19.76,2023-01-18 21:48:08+00:00,desktop,False,False
263915838826,41,consumer,AR,McDonalds,restaurant,10.67,2023-01-18 22:49:24+00:00,desktop,False,False
695940045043,918,consumer,US,Alibaba,e-commerce,105.39,2023-01-19 12:12:36+00:00,mobile,False,False
227073652835,724,consumer,US,Spotify,subscriptions,10.04,2023-01-19 12:58:35+00:00,mobile,False,False
18787501985,631,consumer,US,MercadoLibre,e-commerce,20.81,2023-01-19 14:41:28+00:00,mobile,False,False
350252238575,610,consumer,US,Telcel,telco,22.14,2023-01-19 15:34:44+00:00,tablet,False,False
156712999768,16,consumer,CL,Steam,gaming,24.11,2023-01-20 09:04:32+00:00,mobile,False,False
630408850944,294,SMB,US,Amazon,e-commerce,21.43,2023-01-20 13:03:15+00:00,mobile,False,False
713052972478,672,consumer,US,MercadoLibre,e-commerce,26.27,2023-01-20 22:34:18+00:00,mobile,True,False
470877297139,765,consumer,AR,Starbucks,coffee,11.33,2023-01-21 04:05:13+00:00,mobile,False,False
57683301450,806,consumer,US,Claro,telco,41.07,2023-01-21 08:57:32+00:00,mobile,False,False
927827214935,87,consumer,US,Alibaba,e-commerce,22.48,2023-01-21 09:24:38+00:00,mobile,False,False
418386930880,6,consumer,US,Netflix,subscriptions,21.72,2023-01-21 20:23:08+00:00,mobile,False,False
126476554212,831,consumer,US,BestBuy,electronics,82.26,2023-01-21 20:24:09+00:00,mobile,False,False
112110213633,799,consumer,US,Oxxo,retail,23.5,2023-01-22 04:44:04+00:00,mobile,False,False
878242354125,838,SMB,US,Claro,telco,50.18,2023-01-22 11:37:31+00:00,mobile,False,False
603292378557,409,consumer,US,Steam,gaming,9.34,2023-01-22 11:48:57+00:00,mobile,False,False
268076381990,242,consumer,BR,MercadoLibre,e-commerce,41.16,2023-01-22 12:08:49+00:00,mobile,False,False
658437967109,556,consumer,US,Microsoft,electronics,50.84,2023-01-22 16:48:02+00:00,mobile,False,False
712258868422,903,consumer,MX,Alibaba,e-commerce,25.42,2023-01-22 16:53:38+00:00,mobile,False,False
334122272720,555,consumer,US,Apple,electronics,85.03,2023-01-22 17:56:07+00:00,desktop,False,False
63497496517,595,consumer,US,McDonalds,restaurant,66.66,2023-01-22 17:57:23+00:00,mobile,False,False
346198761811,178,consumer,US,Walmart,e-commerce,53.63,2023-01-22 22:10:34+00:00,desktop,False,False
919101838513,525,consumer,US,Uber,mobility,5.5,2023-01-23 08:42:50+00:00,mobile,False,False
703920956275,19,SMB,MX,Claro,telco,28.05,2023-01-23 10:05:10+00:00,mobile,False,False
764264339858,489,consumer,US,Uber,mobility,9.0,2023-01-23 11:20:19+00:00,tablet,False,False
7082482099,773,consumer,US,Starbucks,coffee,6.23,2023-01-23 11:26:46+00:00,desktop,False,False
964366187665,378,consumer,US,Lyft,mobility,11.54,2023-01-23 12:24:13+00:00,desktop,False,False
430068454787,5,consumer,US,Netflix,subscriptions,6.61,2023-01-23 13:40:58+00:00,mobile,False,False
558749559010,81,consumer,US,Uber,mobility,12.74,2023-01-23 14:39:10+00:00,mobile,False,False
944442007727,157,consumer,US,Uber,mobility,5.41,2023-01-23 16:54:43+00:00,desktop,False,False
202891514239,888,consumer,US,McDonalds,restaurant,64.15,2023-01-24 02:05:35+00:00,mobile,False,False
407187979708,160,consumer,MX,Lyft,mobility,10.19,2023-01-24 07:49:09+00:00,desktop,False,False
762654853414,694,consumer,US,Walmart,e-commerce,30.82,2023-01-24 08:06:57+00:00,mobile,False,False
459083218170,669,consumer,CL,Shell,fuel,38.65,2023-01-24 08:18:56+00:00,mobile,False,False
726622761696,834,SMB,US,Netflix,subscriptions,5.83,2023-01-24 10:54:50+00:00,desktop,False,False
676623430107,415,consumer,US,Apple,electronics,261.11,2023-01-24 12:27:02+00:00,desktop,False,False
637699193711,713,SMB,US,DoorDash,food_delivery,22.86,2023-01-24 12:27:48+00:00,tablet,False,False
446519600498,721,consumer,BR,Amazon,e-commerce,26.99,2023-01-24 13:12:55+00:00,mobile,False,False
447986781383,395,SMB,US,Starbucks,coffee,12.33,2023-01-24 14:58:00+00:00,desktop,False,False
284218579336,381,consumer,US,Uber,mobility,5.26,2023-01-24 15:01:16+00:00,desktop,False,False
394019907488,258,consumer,BR,Microsoft,electronics,76.43,2023-01-24 18:22:26+00:00,mobile,False,False
654867860660,677,consumer,MX,McDonalds,restaurant,15.72,2023-01-24 18:52:40+00:00,mobile,False,False
710764465562,450,consumer,US,Alibaba,e-commerce,17.5,2023-01-24 19:40:30+00:00,mobile,True,False
146361957852,188,consumer,BR,Lyft,mobility,1.43,2023-01-24 20:12:47+00:00,mobile,False,False
684132448136,152,SMB,US,Airbnb,travel,56.31,2023-01-24 20:25:44+00:00,mobile,False,False
491183471378,429,merchant,US,Spotify,subscriptions,9.65,2023-01-24 20:48:04+00:00,mobile,False,False
118483049861,590,consumer,MX,DoorDash,food_delivery,1.39,2023-01-25 00:42:00+00:00,mobile,False,False
368479971424,277,SMB,US,Lyft,mobility,19.78,2023-01-25 02:54:01+00:00,mobile,False,False
857306146129,587,consumer,US,Amazon,e-commerce,9.59,2023-01-25 02:58:22+00:00,mobile,False,False
536247969408,29,consumer,US,Airbnb,travel,64.67,2023-01-25 08:07:10+00:00,mobile,False,False
70530996069,615,merchant,US,Amazon,e-commerce,24.34,2023-01-25 08:51:31+00:00,desktop,False,False
693941551216,416,merchant,AR,Alibaba,e-commerce,6.86,2023-01-25 10:50:43+00:00,mobile,False,False
692188346427,831,consumer,US,Netflix,subscriptions,11.25,2023-01-25 12:09:08+00:00,mobile,False,False
151740595745,868,consumer,MX,Amazon,e-commerce,35.87,2023-01-25 14:01:12+00:00,mobile,True,False
628119768047,277,SMB,US,Airbnb,travel,78.64,2023-01-25 14:15:31+00:00,mobile,False,False
648059180961,314,SMB,US,Claro,telco,31.94,2023-01-25 14:39:13+00:00,desktop,False,False
613409408526,56,consumer,MX,Netflix,subscriptions,3.59,2023-01-25 16:11:55+00:00,desktop,False,False
559313719248,210,SMB,US,Apple,electronics,191.15,2023-01-25 17:06:43+00:00,mobile,False,False
424029729815,948,merchant,US,Steam,gaming,14.9,2023-01-25 17:19:07+00:00,desktop,False,False
612850908404,568,consumer,MX,BestBuy,electronics,179.39,2023-01-25 18:45:20+00:00,mobile,False,False
54368314988,231,consumer,US,Starbucks,coffee,4.42,2023-01-25 18:52:33+00:00,tablet,False,False
594435200993,124,SMB,CL,Rappi,food_delivery,24.37,2023-01-25 18:54:41+00:00,desktop,False,False
796002159812,37,consumer,CL,Claro,telco,43.7,2023-01-25 21:14:44+00:00,mobile,False,False
512561629588,871,consumer,CL,Walmart,e-commerce,18.53,2023-01-25 23:57:01+00:00,mobile,False,False
945653465893,156,consumer,US,Airbnb,travel,49.54,2023-01-26 07:01:31+00:00,desktop,False,False
993936480590,609,consumer,US,McDonalds,restaurant,8.81,2023-01-26 08:23:43+00:00,mobile,False,False
513382259525,865,consumer,BR,Netflix,subscriptions,13.52,2023-01-26 13:16:30+00:00,desktop,False,False
932290907414,988,consumer,US,Netflix,subscriptions,9.42,2023-01-26 14:28:04+00:00,desktop,False,False
375953062072,487,consumer,BR,Uber,mobility,9.25,2023-01-26 15:34:48+00:00,desktop,False,False
173748366194,493,merchant,US,Claro,telco,57.6,2023-01-26 16:32:01+00:00,mobile,False,False
345666360988,389,consumer,US,Lyft,mobility,15.76,2023-01-26 17:55:05+00:00,mobile,False,False
804998656986,234,consumer,BR,Starbucks,coffee,16.4,2023-01-26 18:00:13+00:00,desktop,True,False
759980078084,458,consumer,BR,Oxxo,retail,17.02,2023-01-26 18:06:28+00:00,desktop,False,False
691511408071,609,consumer,US,Lyft,mobility,22.22,2023-01-26 18:16:50+00:00,mobile,False,False
36926009168,441,consumer,MX,DoorDash,food_delivery,14.44,2023-01-26 20:05:22+00:00,desktop,False,False
448570095048,703,consumer,US,Microsoft,electronics,56.95,2023-01-26 22:55:00+00:00,mobile,False,False
169600069068,415,consumer,AR,Spotify,subscriptions,11.44,2023-01-26 23:56:43+00:00,desktop,False,False
237136919767,517,consumer,US,Uber,mobility,21.43,2023-01-27 10:44:42+00:00,mobile,False,False
95560296881,830,consumer,US,Telcel,telco,20.16,2023-01-27 11:01:48+00:00,mobile,False,False
180554439551,279,consumer,US,Apple,electronics,160.6,2023-01-27 11:19:56+00:00,desktop,False,False
693596359381,2,consumer,US,iFood,food_delivery,12.45,2023-01-27 16:05:38+00:00,desktop,False,False
563047684897,284,consumer,US,iFood,food_delivery,28.35,2023-01-27 17:30:06+00:00,mobile,False,False
347337582902,826,consumer,CL,Steam,gaming,15.14,2023-01-28 04:53:16+00:00,mobile,False,False
109306416765,329,consumer,MX,Amazon,e-commerce,22.88,2023-01-28 05:14:00+00:00,mobile,False,False
853318996954,186,consumer,CL,Lyft,mobility,20.72,2023-01-28 06:42:54+00:00,desktop,False,False
903348568954,534,consumer,US,Walmart,e-commerce,7.91,2023-01-28 08:03:43+00:00,desktop,False,False
133830626924,932,consumer,US,Steam,gaming,60.52,2023-01-28 08:46:10+00:00,mobile,False,False
643671908157,946,consumer,US,Spotify,subscriptions,15.34,2023-01-28 10:26:45+00:00,mobile,False,False
131853848026,371,consumer,MX,Starbucks,coffee,15.78,2023-01-28 13:41:11+00:00,mobile,False,False
66685902782,557,consumer,BR,Uber,mobility,2.75,2023-01-28 14:23:42+00:00,mobile,False,False
166745520803,477,consumer,US,iFood,food_delivery,14.71,2023-01-29 07:42:23+00:00,mobile,False,False
256576451905,239,consumer,BR,Starbucks,coffee,2.44,2023-01-29 09:15:51+00:00,mobile,False,False
981194062343,132,SMB,US,Netflix,subscriptions,14.04,2023-01-29 14:24:18+00:00,mobile,False,False
971291359279,53,consumer,US,Shell,fuel,7.02,2023-01-29 15:05:42+00:00,mobile,False,False
735489875191,918,consumer,US,Uber,mobility,15.83,2023-01-29 16:06:37+00:00,mobile,False,False
848017414750,366,consumer,US,McDonalds,restaurant,36.06,2023-01-29 17:37:28+00:00,desktop,False,False
441189896366,828,consumer,US,Shell,fuel,60.56,2023-01-29 18:06:31+00:00,mobile,False,False
125640855722,555,consumer,US,DoorDash,food_delivery,21.78,2023-01-29 18:50:12+00:00,tablet,False,False
715281073850,109,merchant,US,DoorDash,food_delivery,65.69,2023-01-30 07:20:02+00:00,desktop,False,False
597467269310,496,consumer,US,Rappi,food_delivery,20.44,2023-01-30 09:36:35+00:00,mobile,False,False
408059845659,695,consumer,US,Lyft,mobility,3.78,2023-01-30 10:35:55+00:00,mobile,False,False
363158081012,510,consumer,MX,BestBuy,electronics,64.4,2023-01-30 12:29:35+00:00,desktop,False,False
8793199273,876,consumer,CL,Spotify,subscriptions,3.61,2023-01-30 13:19:35+00:00,mobile,False,False
601315711699,27,consumer,US,Netflix,subscriptions,8.61,2023-01-30 13:19:55+00:00,mobile,False,False
529613793446,829,consumer,US,Oxxo,retail,31.68,2023-01-30 13:37:55+00:00,mobile,False,False
458722454019,416,merchant,MX,Spotify,subscriptions,4.56,2023-01-30 14:41:37+00:00,mobile,False,False
246276538563,61,consumer,US,Amazon,e-commerce,12.14,2023-01-30 14:57:04+00:00,mobile,False,False
429931736114,412,consumer,US,Telcel,telco,141.78,2023-01-30 15:57:16+00:00,mobile,False,False
264606364087,68,consumer,BR,Walmart,e-commerce,21.06,2023-01-30 16:20:17+00:00,mobile,False,False
219263080902,868,consumer,US,Telcel,telco,72.89,2023-01-30 17:04:03+00:00,mobile,False,False
740870236153,160,consumer,US,Starbucks,coffee,24.4,2023-01-30 23:14:43+00:00,tablet,False,False
710785228364,344,consumer,US,Starbucks,coffee,3.9,2023-01-31 07:00:31+00:00,mobile,False,False
829108367210,23,consumer,MX,Starbucks,coffee,9.84,2023-01-31 10:44:39+00:00,mobile,False,False
936450434801,671,SMB,US,Lyft,mobility,12.75,2023-01-31 10:58:43+00:00,tablet,False,False
